"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"GenericTest\EFICompliantTest","35","20","15"
"BootServicesTest\EventTimerandPriorityServicesTest","34","1","33"
"BootServicesTest\MemoryAllocationServicesTest","102","0","102"
"BootServicesTest\ProtocolHandlerServicesTest","1216","0","1216"
"BootServicesTest\ImageServicesTest","125","0","125"
"BootServicesTest\MiscBootServicesTest","132","12","120"
"RuntimeServicesTest\VariableServicesTest","57","6","51"
"RuntimeServicesTest\TimeServicesTest","41","7","34"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","6","6"
"LoadedImageProtocolTest","2647","0","2647"
"DevicePathProcotols\DevicePathProcotolTest","54","0","54"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","0","55"
"DevicePathProcotols\DevicePathFromTextProcotolTest","62","0","62"
"DriverModelTest\DriverDiagnostics2ProtocolTest","7","0","7"
"DriverModelTest\ComponentName2ProtocolTest","249","0","249"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","22","0","22"
"ConsoleSupportTest\SimpleInputProtocolTest","8","0","8"
"ConsoleSupportTest\SimpleOutputProtocolTest","128","0","128"
"ConsoleSupportTest\SimplePointerProtocolTest","6","0","6"
"ConsoleSupportTest\SerialIOProtocolTest","18","8","10"
"ConsoleSupportTest\AbsolutePointerProtocolTest","6","0","6"
"MediaAccessTest\SimpleFileSystemProtocolTest","646","1","645"
"MediaAccessTest\DiskIOProtocolTest","30","0","30"
"MediaAccessTest\DiskIO2ProtocolTest","33","1","32"
"MediaAccessTest\BlockIOProtocolTest","54","0","54"
"MediaAccessTest\BlockIO2ProtocolTest","20","0","20"
"MediaAccessTest\StorageSecurityCommandProtocolTest","6","0","6"
"MediaAccessTest\NVMEPassThruTest","16","0","16"
"MediaAccessTest\PartitionInfo","7","0","7"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","45","0","45"
"PCIBusSupportTest\PCIIOProtocolTest","148","0","148"
"CompressionTest\DecompressProtocolTest","12","0","12"
"ResetNotificationProtocolTest","8","1","7"
"HIITest\HIIDatabaseProtocolTest","50","0","50"
"HIITest\HIIStringProtocolTest","36","0","36"
"HIITest\HIIImageProtocolTest","26","0","26"
"HIITest\HIIImageExProtocolTest","30","0","30"
"HIITest\HIIFontProtocolTest","15","0","15"
"HIITest\HIIConfigRoutingProtocolTest","26","1","25"
"HIITest\ConfigKeywordHandlerTest","21","0","21"
"Total service\Protocol","6278","64","6214"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.25","0","0","B93D2B03-5943-4C7D-98EC-C5FE4C6E10C9","FAIL","RT.SetVariable - Volatile variable does not exist after system reset at EFI_TPL_APPLICATION.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/VariableServicesBBTestFunction.c:2581:Status - Success, Expected - Not Found","0x00010000","D4700FE8-9832-4353-961F-74682D3701F6","No device path","SetVariable_Func_0_0_D4700FE8-9832-4353-961F-74682D3701F6.log"
"RuntimeServicesTest\VariableServicesTest","5.2.1.3.26","0","0","9EC88DBE-A0E4-43A2-AA2B-60BDE6B0141A","FAIL","RT.SetVariable - Volatile variable does not exist after system reset at EFI_TPL_CALLBACK.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/VariableServices/BlackBoxTest/VariableServicesBBTestFunction.c:2581:Status - Success, Expected - Not Found","0x00010000","D4700FE8-9832-4353-961F-74682D3701F6","No device path","SetVariable_Func_0_0_D4700FE8-9832-4353-961F-74682D3701F6.log"
"RuntimeServicesTest\TimeServicesTest","","0","0","6743FF0D-AE8E-43A6-9275-0C95202CCD56","FAIL","RT.SetTime - Verify year after change","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:387:Status - Success, TPL - 4894047069729423189","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","","0","0","56E2FB8C-3C9B-4B88-9AF5-CD22E5AD14A4","FAIL","RT.SetTime - Change month","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:427:Status - Invalid Parameter, TPL - 4894047069729423189","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","","0","0","0BD3D6D0-BA81-4924-ABB4-D3763D05F942","FAIL","RT.SetTime - Verify month after change","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:499:Status - Success, TPL - 4894047069729423189","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","","0","0","B767CD91-50F8-4030-A68A-09DB24071DDE","FAIL","RT.SetTime - Change daylight","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:538:Status - Invalid Parameter, TPL - 4894047069729423189","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","","0","0","267553AA-B58C-48B5-BC1F-7757FE1DC243","FAIL","RT.SetTime - Verify daylight after change","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:608:Status - Success, TPL - 4894047069729423189","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","","0","0","5CCF1F34-2C08-4FD2-BBB6-A3BAA1045985","FAIL","RT.SetTime - Change time zone","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:644:Status - Invalid Parameter, TPL - 4894047069729423189","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\TimeServicesTest","","0","0","326D5383-BD2A-4A3A-901D-F811C21962FD","FAIL","RT.SetTime - Verify time zone after change","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/TimeServices/BlackBoxTest/TimeServicesBBTestFunction.c:716:Status - Success, TPL - 4894047069729423189","0x00010000","603B46BE-7E14-408A-93D7-DD9DEC732968","No device path","SetTime_Func_0_0_603B46BE-7E14-408A-93D7-DD9DEC732968.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.1.1","0","0","26FEED7E-1501-4C0A-AEF3-86D66BE2FCD0","FAIL","RT.ResetSystem - ResetSystem() resets the platform with ResetType is EfiResetCold at EFI_TPL_APPLICATION.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestFunction.c:185:Status - Success, TPL - 4","0x00010000","1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B","No device path","ResetSystem_Func_0_0_1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.1.4","0","0","7BBAD1AA-88B4-4D66-9594-DB7E65E1D3A4","FAIL","RT.ResetSystem - ResetSystem() resets the platform with ResetType is EfiResetWarm at EFI_TPL_APPLICATION.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestFunction.c:243:Status - Success, TPL - 4","0x00010000","1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B","No device path","ResetSystem_Func_0_0_1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.1.2","0","0","567F8EE9-4E5E-4278-863D-DBC4D74F0FBA","FAIL","RT.ResetSystem - ResetSystem() resets the platform with ResetType is EfiResetCold at EFI_TPL_CALLBACK.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestFunction.c:185:Status - Success, TPL - 8","0x00010000","1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B","No device path","ResetSystem_Func_0_0_1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.1.5","0","0","DBE1128B-5155-4241-841E-54EA763A85C9","FAIL","RT.ResetSystem - ResetSystem() resets the platform with ResetType is EfiResetWarm at EFI_TPL_CALLBACK.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestFunction.c:243:Status - Success, TPL - 8","0x00010000","1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B","No device path","ResetSystem_Func_0_0_1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.1.3","0","0","B7A21919-F358-4A1D-8526-CC524C5294B2","FAIL","RT.ResetSystem - ResetSystem() resets the platform with ResetType is EfiResetCold at EFI_TPL_NOTIFY.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestFunction.c:185:Status - Success, TPL - 16","0x00010000","1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B","No device path","ResetSystem_Func_0_0_1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B.log"
"RuntimeServicesTest\MiscRuntimeServicesTest","5.2.4.1.6","0","0","8128B536-0B56-480B-A2D4-CD79F8FACB3B","FAIL","RT.ResetSystem - ResetSystem() resets the platform with ResetType is EfiResetWarm at EFI_TPL_NOTIFY.","/home/user/SctPkg/TestCase/UEFI/EFI/RuntimeServices/MiscRuntimeServices/BlackBoxTest/MiscRuntimeServicesBBTestFunction.c:243:Status - Success, TPL - 16","0x00010000","1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B","No device path","ResetSystem_Func_0_0_1DBEB615-9504-4E2F-BAFC-B3C6B2DEBC7B.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.4.2","0","0","DD059DC5-6558-4D43-AC65-58A61D648DB0","FAIL","SERIAL_IO.GetControl - GetControl() returns EFI_SUCCESS and gets the bit of EFI_SERIAL_INPUT_BUFFER_EMPTY after buffer contents are read out.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestFunction.c:1456: Status=Success, Expected=Success, ControlBits=0x0, Expected=0x100","0x00010000","1D917B22-8E0C-41FA-92BF-68C098181E46","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(115200 N81)","GetControl_Func_0_0_1D917B22-8E0C-41FA-92BF-68C098181E46.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.6.4","0","0","C96DB50E-D269-4FB0-88BD-6A02066653A7","FAIL","SERIAL_IO.Read - Read() in hardware-loopback mode with BufferSize=2 returns EFI_TIME_OUT when there is only 1 byte contents in serial buffer.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestConformance.c:756: Status=Time out, Expected=Time out, BufferSize=0, Expected=1, Buffer=0x0, Expected=0x5A","0x00010000","41D1BCED-CAD6-435E-A846-7C88DB3A6E7E","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(115200 N81)","Read_Conf_0_0_41D1BCED-CAD6-435E-A846-7C88DB3A6E7E.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.6.6","0","0","48050436-C835-4A24-8775-4D2E4788B597","FAIL","SERIAL_IO.Read - Read() in software-loopback mode with BufferSize=2 returns EFI_TIME_OUT when there is only 1 byte contents in serial buffer.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestConformance.c:1035: Status=Time out, Expected=Time out, BufferSize=0, Expected=1, Buffer=0x0, Expected=0x5A","0x00010000","41D1BCED-CAD6-435E-A846-7C88DB3A6E7E","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(115200 N81)","Read_Conf_0_0_41D1BCED-CAD6-435E-A846-7C88DB3A6E7E.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.6.1","0","0","8AD0312F-4CFC-4611-B762-853AA39D2FD9","FAIL","SERIAL_IO.Read - Read() in software-loopback mode returns EFI_SUCCESS and gets the same contents written.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestFunction.c:2063: Status=Time out, Expected=Success, BufferSize=0, Expected=1, Buffer=0x0, Expected=0x5A","0x00010000","58BB756A-7CF6-4965-BE19-31C14E817BF4","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(DEFAULT DDD)","Read_Func_0_0_58BB756A-7CF6-4965-BE19-31C14E817BF4.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.6.2","0","0","76CB227F-312D-4476-8C59-6A98275B623D","FAIL","SERIAL_IO.Read - Read() in hardware-loopback mode returns EFI_SUCCESS and gets the same contents written.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestFunction.c:2228: Status=Time out, Expected=Success, BufferSize=0, Expected=1, Buffer=0x0, Expected=0x5A","0x00010000","58BB756A-7CF6-4965-BE19-31C14E817BF4","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(DEFAULT DDD)","Read_Func_0_0_58BB756A-7CF6-4965-BE19-31C14E817BF4.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.2.12","0","0","15DC5EE1-9871-4E25-B222-C5385C9BF36B","FAIL","SERIAL_IO.SetAttributes - SetAttributes() with unsupported Parity returns EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestConformance.c:332: Parity=InvalidParity, Status=Success, Expected=Invalid Parameter","0x00010000","92C07CCA-9D78-4F1D-8B5E-52804F671FBB","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(DEFAULT DDD)","SetAttributes_Conf_0_0_92C07CCA-9D78-4F1D-8B5E-52804F671FBB.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.2.14","0","0","174A5C87-74CF-4E88-8404-683ECB40F32F","FAIL","SERIAL_IO.SetAttributes - SetAttributes() with unsupported StopBits returns EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestConformance.c:368: StopBits=InvalidStopBits, Status=Success, Expected=Invalid Parameter","0x00010000","92C07CCA-9D78-4F1D-8B5E-52804F671FBB","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(DEFAULT DDD)","SetAttributes_Conf_0_0_92C07CCA-9D78-4F1D-8B5E-52804F671FBB.log"
"ConsoleSupportTest\SerialIOProtocolTest","5.6.5.3.2","0","0","00605CBC-3965-4B61-A254-2B2B723172EA","FAIL","SERIAL_IO.SetControl - SetControl() with unsupported control bits returns EFI_UNSUPPORTED.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/SerialIo/BlackBoxTest/SerialIoBBTestConformance.c:472: ControlBits=0x4, Status=Success, Expected=Unsupported","0x00010000","B7767573-DEE3-424C-991C-1F5581433F02","VenHw(D3987D4B-971A-435F-8CAF-4967EB627241)/Uart(DEFAULT DDD)","SetControl_Conf_0_0_B7767573-DEE3-424C-991C-1F5581433F02.log"
"MediaAccessTest\SimpleFileSystemProtocolTest","5.20.1.1.1","2","0","DE687A18-0BBD-4396-8509-498FF23234F1","FAIL","Sysem hangs or stops abnormally.","System hang in MediaAccessTest\SimpleFileSystemProtocolTest - Close_Func","0x00010000","3EAEA622-0167-4213-B6D9-0AD3D0066679","Acpi(PNP0A08,0)/Pci(0|0)/Pci(0|0)/?/HD(Part1,Sig9348AC33-AE12-41BE-8166-633779A76ED8)","Close_Func_2_0_3EAEA622-0167-4213-B6D9-0AD3D0066679.log"
"MediaAccessTest\DiskIO2ProtocolTest","5.20.1.1.1","0","0","DE687A18-0BBD-4396-8509-498FF23234F1","FAIL","Sysem hangs or stops abnormally.","System hang in MediaAccessTest\DiskIO2ProtocolTest - WriteDiskEx_Func","0x00020000","FB7B94AF-0368-4A66-AF52-31008AF1D5C7","Acpi(PNP0A08,0)/Pci(0|0)/Pci(0|0)/?","WriteDiskEx_Func_0_0_FB7B94AF-0368-4A66-AF52-31008AF1D5C7.log"
"ResetNotificationProtocolTest","","0","0","03F097D6-3B8A-454A-B7B8-FF4905FAE80E","FAIL","EFI_RESET_NOTIFICATION_PROTOCOL.UnregisterResetNotify - call UnregisterResetNotify() with unregistered ResetFunction, the status should be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/ResetNotification/BlackBoxTest/ResetNotificationBBTestFunction.c:324:Status - Success","0x00010000","EE5B57B0-AAD3-49C7-96BF-25DF422F27A4","No device path","UnregisterResetNotifyFunction_0_0_EE5B57B0-AAD3-49C7-96BF-25DF422F27A4.log"
"HIITest\HIIConfigRoutingProtocolTest","5.18.5.2.2","0","0","E23425EE-AA38-4074-A1AA-AD5D985A34E4","FAIL","HII_CONFIG_ROUTING_PROTOCOL.ExportConfig - ExportConfig() returns EFI_SUCCESS with valid parameter.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/HIIConfigRouting/BlackBoxTest/HIIConfigRoutingBBTestFunction.c:503: Status - Not Found","0x00010000","C28DCAE3-7110-40F0-ACB0-0AE7555AA90B","No device path","ExportConfig_Func_0_0_C28DCAE3-7110-40F0-ACB0-0AE7555AA90B.log"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID"
"GenericTest\EFICompliantTest","5.22.1.2.1","0","0","8F7556C2-4665-4353-A3AF-9C005A1E63E1","PASS","EFI Compliant - SIMPLE_INPUT and SIMPLE_TEXT_OUT protocols must be implemented if a platform includes console devices.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestPlatform_uefi.c:1023:Text Input - Yes, Text Output - Yes, Text InputEx - Yes","0x00010001","A0A8BED3-3D6F-4AD8-907A-84D52EE1543B"
"GenericTest\EFICompliantTest","5.22.1.2.3","0","0","18670DB1-89FB-4DE4-B10F-898E047D952A","PASS","EFI Compliant - SIMPLE_POINTER protocol must be implemented if a platform includes a pointer device as part of its console support.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestPlatform_uefi.c:1328:Pointer - Yes","0x00010001","A0A8BED3-3D6F-4AD8-907A-84D52EE1543B"
"GenericTest\EFICompliantTest","5.22.1.2.4","0","0","BF38A3FD-58AC-419A-ABC2-C60BAE9CFE67","PASS","EFI Compliant - BLOCK_IO, DISK_IO, SIMPLE_FILE_SYSTEM, UNICODE_COLLATION protocols must be implemented if a platform supports to boot from a disk device.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestPlatform_uefi.c:1447:Block IO - Yes, Disk IO - Yes, Simple FS - Yes, Unicode Collation - Yes","0x00010001","A0A8BED3-3D6F-4AD8-907A-84D52EE1543B"
"GenericTest\EFICompliantTest","5.22.1.2.6","0","0","517BCBEB-4982-4A7E-8551-CA847DDC21C2","PASS","EFI Compliant - SERIAL_IO protocol must be implemented if a platform includes a byte-stream device.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestPlatform_uefi.c:2195:Serial IO - Yes","0x00010001","A0A8BED3-3D6F-4AD8-907A-84D52EE1543B"
"GenericTest\EFICompliantTest","5.22.1.2.7","0","0","213A75C9-7F3D-42DB-B32A-02DBD698319D","PASS","EFI Compliant - PCI_ROOT_BRIDGE_IO and PCI_IO protocols must be implemented if a platform includes PCI bus support.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestPlatform_uefi.c:2283:PCI Root Bridge - Yes, PCI IO - Yes","0x00010001","A0A8BED3-3D6F-4AD8-907A-84D52EE1543B"
"GenericTest\EFICompliantTest","5.22.1.2.18","0","0","5AEA7246-BCF9-4BA4-81D2-832C984146F3","PASS","UEFI-Compliant - EFI_NVM_EXPRESS_PASS_THRU_PROTOCOL must be implemented if a platform includes an NVM Express controller.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestPlatform_uefi.c:2443:NVM Express Pass Thru protocol - Yes","0x00010001","A0A8BED3-3D6F-4AD8-907A-84D52EE1543B"
"GenericTest\EFICompliantTest","5.22.1.2.19","0","0","5CB0CDB5-AC80-4983-B710-4B0BF0191563","PASS","UEFI-Compliant - EFI_BLOCK_IO_PROTOCOL must be existed if the platform supports booting from a block-oriented NVM Express controller. EFI_NVM_EXPRESS_PASS_THRU_PROTOCOL may be required.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestPlatform_uefi.c:2529:Block IO - Yes","0x00010001","A0A8BED3-3D6F-4AD8-907A-84D52EE1543B"
"GenericTest\EFICompliantTest","5.22.1.1.1","0","0","F6A871E3-EF8A-420F-8201-35B61CE2E8DB","PASS","EFI Compliant - EFI System Table must be implemented.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:263:Signature - 5453595320494249, Expected - 5453595320494249","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"GenericTest\EFICompliantTest","5.22.1.1.2","0","0","ADDAB6ED-5A17-4327-8FB1-72933D1A7BBA","PASS","EFI Compliant - EFI Boot Services Table must be implemented.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:404:Signature - 56524553544F4F42, Expected - 56524553544F4F42","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"GenericTest\EFICompliantTest","5.22.1.1.3","0","0","13A20958-C860-452F-B9A2-E6D996419224","PASS","EFI Compliant - EFI Runtime Services Table must be implemented.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:632:Signature - 56524553544E5552, Expected - 56524553544E5552","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"GenericTest\EFICompliantTest","5.22.1.1.4","0","0","A82F8D56-1476-41F1-BAC4-9759799F97F3","PASS","EFI Compliant - LOADED_IMAGE protocol must exist.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:748:Status - Success, Expected - Success","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"GenericTest\EFICompliantTest","5.22.1.1.5","0","0","F61F0F0A-64FE-40A6-9D7C-0746A230245F","PASS","EFI Compliant - DEVICE_PATH protocol must exist.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:796:Status - Success, Expected - Success","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"GenericTest\EFICompliantTest","5.22.1.1.6","0","0","02C017D7-1557-47D9-BCE9-87182D07910C","PASS","EFI Compliant - DECOMPRESS protocol must exist.","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:840:Status - Success, Expected - Success","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"GenericTest\EFICompliantTest","5.22.1.1.7","0","0","3A07DC1B-53D1-4FAC-88AF-C72579EB07F2","PASS","UEFI-Compliant-EFI_DEVICE_PATH_UTILITIES_PROTOCOL must exist","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:905:Status - Success, Expected - Success","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"GenericTest\EFICompliantTest","5.22.1.1.8","0","0","F6334F9B-B930-4ADB-A53B-76FA7B4C2762","PASS","UEFI-Compliant-Globally Defined Variable check","/home/user/SctPkg/TestCase/UEFI/EFI/Generic/EfiCompliant/BlackBoxTest/EfiCompliantBBTestRequired_uefi.c:1508","0x00010001","117C9ABC-489D-4504-ACDB-12AACE8F505B"
"BootServicesTest\EventTimerandPriorityServicesTest","5.1.1.5.1","0","0","E69C54F3-5A97-4E09-8F4B-F30FF1964E0D","PASS","BS.CheckEvent - CheckEvent() returns EFI_INVALID_PARAMETER with an event of type EVT_NOTIFY_SIGNAL.","/home/user/SctPkg/TestCase/UEFI/EFI/BootServices/EventTimerTaskPriorityServices/BlackBoxTest/EventTimerTaskPriorityServicesBBTestCheckEvent.c:206:Status - Invalid Parameter","0x00010000","C4A57D1B-59CD-4722-A7FE-DF79446D0332"
"BootServicesTest\EventTimerandPriorityServicesTest","5.1.1.5.2","0","0","3CB51863-1181-49E5-82A6-667090088169","PASS","BS.CheckEvent - CheckEvent() returns EFI_NOT_READY with an event that has not notified function.","/home/user/SctPkg/TestCase/UEFI/EFI/BootServices/EventTimerTaskPriorityServices/BlackBoxTest/EventTimerTaskPriorityServicesBBTestCheckEvent.c:265:Status - Not Ready","0x00010000","29481844-C567-4A8D-B92F-D57B32F039B8"
"BootServicesTest\EventTimerandPriorityServicesTest","5.1.1.5.3","0","0","4E9AA877-2672-4F8C-BA3C-C02F49A68911","PASS","BS.CheckEvent - CheckEvent() returns EFI_NOT_READY with an event which the notify function does not signal itself.","/home/user/SctPkg/TestCase/UEFI/EFI/BootServices/EventTimerTaskPriorityServices/BlackBoxTest/EventTimerTaskPriorityServicesBBTestCheckEvent.c:324:Status - Not Ready","0x00010000","29481844-C567-4A8D-B92F-D57B32F039B8"
"BootServicesTest\EventTimerandPriorityServicesTest","5.1.1.5.4","0","0","060234F5-A84A-4DD7-AD5B-64996250F216","PASS","BS.CheckEvent - CheckEvent() returns EFI_SUCCESS with a signaled event.","/home/user/SctPkg/TestCase/UEFI/EFI/BootServices/EventTimerTaskPriorityServices/BlackBoxTest/EventTimerTaskPriorityServicesBBTestCheckEvent.c:392:Status - Success","0x00010000","29481844-C567-4A8D-B92F-D57B32F039B8"
"BootServicesTest\EventTimerandPriorityServicesTest","5.1.1.5.5","0","0","FA181D1B-9FDA-4405-B3B0-F3FEDD303EBE","PASS","BS.CheckEvent - CheckEvent() returns EFI_SUCCESS with an event which the notify function would signal itself.","/home/user/SctPkg/TestCase/UEFI/EFI/BootServices/EventTimerTaskPriorityServices/BlackBoxTest/EventTimerTaskPriorityServicesBBTestCheckEvent.c:451:Status - Success","0x00010000","29481844-C567-4A8D-B92F-D57B32F039B8"
